"name","pos","name_fbg4","team_fbg4","positionRank_fbg4","overallRank_fbg4","pts_fbg4","passAtt_fbg4","passComp_fbg4","passYds_fbg4","passTds_fbg4","passInt_fbg4","rushAtt_fbg4","rushYds_fbg4","rushTds_fbg4","rec_fbg4","recYds_fbg4","recTds_fbg4","returnTds_fbg4","twoPts_fbg4","fumbles_fbg4"
"JONATHANGRIMES","RB","Jonathan Grimes","HOU",56,197,65,NA,NA,NA,NA,NA,90,380,3,14,90,0,NA,NA,NA
"JAMESSTARKS","RB","James Starks","GB",57,198,64,NA,NA,NA,NA,NA,70,300,2,20,160,1,NA,NA,NA
"MYCHALRIVERA","TE","Mychal Rivera","OAK",25,198,64,NA,NA,NA,NA,NA,NA,NA,NA,41,460,3,NA,NA,NA
"TIMWRIGHT","TE","Timothy Wright","NE",25,198,64,NA,NA,NA,NA,NA,NA,NA,NA,35,400,4,NA,NA,NA
"ZACHMILLER","TE","Zach Miller","SEA",25,198,64,NA,NA,NA,NA,NA,NA,NA,NA,35,400,4,NA,NA,NA
"KELLENWINSLOW","TE","Kellen Winslow Jr","",28,202,62.5,NA,NA,NA,NA,NA,NA,NA,NA,36,445,3,NA,NA,NA
"ANDREROBERTS","WR","Andre Roberts","WAS",83,203,62,NA,NA,NA,NA,NA,0,0,0,40,440,3,NA,NA,NA
"RONNIEHILLMAN","RB","Ronnie Hillman","DEN",58,204,61,NA,NA,NA,NA,NA,100,400,2,10,90,0,NA,NA,NA
"DAVIDNELSON","WR","David Nelson","NYJ",84,205,60,NA,NA,NA,NA,NA,0,0,0,30,420,3,NA,NA,NA
"MOHAMEDSANU","WR","Mohamed Sanu","CIN",85,206,59,NA,NA,NA,NA,NA,0,0,0,33,350,4,NA,NA,NA
"ZACHMETTENBERGER","QB","Zach Mettenberger","TEN",36,207,58.5,102,65,810,5,3,2,10,0,NA,NA,NA,NA,NA,NA
"ROBERTTURBIN","RB","Robert Turbin","SEA",59,207,58.5,NA,NA,NA,NA,NA,90,370,3,5,35,0,NA,NA,NA
"DEXTERMCCLUSTER","RB","Dexter McCluster","TEN",59,207,58.5,NA,NA,NA,NA,NA,20,90,1,32,315,2,NA,NA,NA
"JOHNCARLSON","TE","John Carlson","ARI",29,207,58.5,NA,NA,NA,NA,NA,NA,NA,NA,38,405,3,NA,NA,NA
"EDDIEROYAL","WR","Eddie Royal","SD",86,211,58,NA,NA,NA,NA,NA,0,0,0,30,400,3,NA,NA,NA
"LANCEDUNBAR","RB","Lance Dunbar","DAL",61,212,57.5,NA,NA,NA,NA,NA,70,295,2,24,160,0,NA,NA,NA
"BRIANQUICK","WR","Brian Quick","STL",87,212,57.5,NA,NA,NA,NA,NA,0,0,0,40,455,2,NA,NA,NA
"CHRISGIVENS","WR","Chris Givens","STL",88,214,57,NA,NA,NA,NA,NA,0,0,0,30,450,2,NA,NA,NA
"JASONAVANT","WR","Jason Avant","CAR",88,214,57,NA,NA,NA,NA,NA,0,0,0,45,450,2,NA,NA,NA
"CJANDERSON","RB","C.J. Anderson","DEN",62,216,56,NA,NA,NA,NA,NA,85,370,3,2,10,0,NA,NA,NA
"JACEAMARO","TE","Jace Amaro","NYJ",30,216,56,NA,NA,NA,NA,NA,NA,NA,NA,34,380,3,NA,NA,NA
"MARCEDESLEWIS","TE","Marcedes Lewis","JAX",31,218,55.5,NA,NA,NA,NA,NA,NA,NA,NA,35,375,3,NA,NA,NA
"DEREKCARR","QB","Derek Carr","OAK",37,219,55.25,125,70,825,4,4,10,20,0,NA,NA,NA,NA,NA,NA
"MARTAVISBRYANT","WR","Martavis Bryant","PIT",90,220,54.5,NA,NA,NA,NA,NA,0,0,0,28,365,3,NA,NA,NA
"JUNIORHEMINGWAY","WR","Junior Hemingway","KC",91,221,54,NA,NA,NA,NA,NA,0,0,0,30,360,3,NA,NA,NA
"KHIRYROBINSON","RB","Khiry Robinson","NO",63,222,53.5,NA,NA,NA,NA,NA,70,280,2,15,75,1,NA,NA,NA
"NATEBURLESON","WR","Nate Burleson","CLE",92,223,53,NA,NA,NA,NA,NA,0,0,0,35,410,2,NA,NA,NA
"MIKETOLBERT","RB","Mike Tolbert","CAR",64,224,51.5,NA,NA,NA,NA,NA,30,110,3,20,165,1,NA,NA,NA
"BENJARVUSGREENELLIS","RB","BenJarvus Green-Ellis","CIN",65,225,51,NA,NA,NA,NA,NA,100,380,2,2,10,0,NA,NA,NA
"SHAUNDRAUGHN","RB","Shaun Draughn","CHI",66,226,48.5,NA,NA,NA,NA,NA,60,270,2,4,35,1,NA,NA,NA
"JONATHANDWYER","RB","Jonathan Dwyer","ARI",66,226,48.5,NA,NA,NA,NA,NA,70,280,3,5,25,0,NA,NA,NA
"BRANDONLAFELL","WR","Brandon LaFell","NE",93,228,48,NA,NA,NA,NA,NA,0,0,0,20,300,3,NA,NA,NA
"JORDANTODMAN","RB","Jordan Todman","JAX",68,229,47.5,NA,NA,NA,NA,NA,50,215,3,10,80,0,NA,NA,NA
"KENBRELLTHOMPKINS","WR","Kenbrell Thompkins","NE",94,230,47,NA,NA,NA,NA,NA,0,0,0,24,350,2,NA,NA,NA
"ANDREWQUARLESS","TE","Andrew Quarless","GB",32,230,47,NA,NA,NA,NA,NA,NA,NA,NA,30,290,3,NA,NA,NA
"BOBBYRAINEY","RB","Bobby Rainey","TB",69,232,46.5,NA,NA,NA,NA,NA,85,310,2,6,35,0,NA,NA,NA
"JERMAINEGRESHAM","TE","Jermaine Gresham","CIN",33,233,46,NA,NA,NA,NA,NA,NA,NA,NA,29,280,3,NA,NA,NA
"LORENZOTALIAFERRO","RB","Lorenzo Taliaferro","BAL",70,234,45.5,NA,NA,NA,NA,NA,50,215,2,10,60,1,NA,NA,NA
"SCOTTCHANDLER","TE","Scott Chandler","BUF",34,234,45.5,NA,NA,NA,NA,NA,NA,NA,NA,28,275,3,NA,NA,NA
"KRISDURHAM","WR","Kris Durham","DET",95,236,44.5,NA,NA,NA,NA,NA,0,0,0,25,325,2,NA,NA,NA
"PAULRICHARDSON","WR","Paul Richardson","SEA",96,237,44,NA,NA,NA,NA,NA,0,0,0,20,320,2,NA,NA,NA
"CASEKEENUM","QB","Case Keenum","HOU",38,238,43,80,46,650,3,2,2,5,0,NA,NA,NA,NA,NA,NA
"CHRISTINEMICHAEL","RB","Christine Michael","SEA",71,238,43,NA,NA,NA,NA,NA,50,250,2,8,60,0,NA,NA,NA
"BRYCEBROWN","RB","Bryce Brown","BUF",71,238,43,NA,NA,NA,NA,NA,45,225,2,12,85,0,NA,NA,NA
"JACQUIZZRODGERS","RB","Jacquizz Rodgers","ATL",73,241,42,NA,NA,NA,NA,NA,30,100,1,30,200,1,NA,NA,NA
"ALFREDBLUE","RB","Alfred Blue","HOU",73,241,42,NA,NA,NA,NA,NA,70,275,2,4,25,0,NA,NA,NA
"ALLENROBINSON","WR","Allen Robinson","JAX",97,241,42,NA,NA,NA,NA,NA,0,0,0,25,300,2,NA,NA,NA
"CHRISPOLK","RB","Chris Polk","PHI",75,244,41,NA,NA,NA,NA,NA,60,240,2,8,50,0,NA,NA,NA
"BENNYCUNNINGHAM","RB","Benny Cunningham","STL",76,245,40.5,NA,NA,NA,NA,NA,55,215,2,10,70,0,NA,NA,NA
"KADEEMCAREY","RB","KaDeem Carey","CHI",77,246,40,NA,NA,NA,NA,NA,60,245,2,5,35,0,NA,NA,NA
"JOHNBROWN","WR","John Brown","ARI",98,247,39.5,NA,NA,NA,NA,NA,0,0,0,20,275,2,NA,NA,NA
"STEDMANBAILEY","WR","Stedman Bailey","STL",99,248,39,NA,NA,NA,NA,NA,0,0,0,24,270,2,NA,NA,NA
"LEVINETOILOLO","TE","Levine Toilolo","ATL",35,248,39,NA,NA,NA,NA,NA,NA,NA,NA,30,270,2,NA,NA,NA
"MIKEBROWN","WR","Mike Brown","JAX",100,250,38.5,NA,NA,NA,NA,NA,0,0,0,20,265,2,NA,NA,NA
"DEVINSTREET","WR","Devin Street","DAL",101,251,38,NA,NA,NA,NA,NA,0,0,0,20,260,2,NA,NA,NA
"DEVINHESTER","WR","Devin Hester","ATL",102,252,37.5,NA,NA,NA,NA,NA,0,0,0,20,255,2,NA,NA,NA
"KNILEDAVIS","RB","Knile Davis","KC",78,253,37,NA,NA,NA,NA,NA,55,205,2,8,45,0,NA,NA,NA
"BRANDONGIBSON","WR","Brandon Gibson","MIA",103,253,37,NA,NA,NA,NA,NA,0,0,0,24,250,2,NA,NA,NA
"ALLENHURNS","WR","Allen Hurns","JAX",103,253,37,NA,NA,NA,NA,NA,0,0,0,23,310,1,NA,NA,NA
"JEFFCUMBERLAND","TE","Jeff Cumberland","NYJ",36,256,36.5,NA,NA,NA,NA,NA,NA,NA,NA,25,245,2,NA,NA,NA
"BRENTCELEK","TE","Brent Celek","PHI",36,256,36.5,NA,NA,NA,NA,NA,NA,NA,NA,22,245,2,NA,NA,NA
"AARONDOBSON","WR","Aaron Dobson","NE",105,258,36,NA,NA,NA,NA,NA,0,0,0,21,300,1,NA,NA,NA
"BRANDONBOSTICK","TE","Brandon Bostick","GB",38,259,35.5,NA,NA,NA,NA,NA,NA,NA,NA,15,175,3,NA,NA,NA
"PEYTONHILLIS","RB","Peyton Hillis","NYG",79,260,34.5,NA,NA,NA,NA,NA,35,120,2,15,105,0,NA,NA,NA
"STEPHENHILL","WR","Stephen Hill","NYJ",106,260,34.5,NA,NA,NA,NA,NA,0,0,0,20,285,1,NA,NA,NA
"JACOBTAMME","TE","Jacob Tamme","DEN",39,260,34.5,NA,NA,NA,NA,NA,NA,NA,NA,25,225,2,NA,NA,NA
"MIKETHOMAS","WR","Mike Thomas","HOU",107,263,34,NA,NA,NA,NA,NA,0,0,0,25,280,1,NA,NA,NA
"BRANDONPETTIGREW","TE","Brandon Pettigrew","DET",40,263,34,NA,NA,NA,NA,NA,NA,NA,NA,28,280,1,NA,NA,NA
"RYANGRIFFIN","TE","Ryan Griffin","HOU",41,265,33,NA,NA,NA,NA,NA,NA,NA,NA,18,210,2,NA,NA,NA
"GAVINESCOBAR","TE","Gavin Escobar","DAL",41,265,33,NA,NA,NA,NA,NA,NA,NA,NA,20,210,2,NA,NA,NA
"TROYNIKLAS","TE","Troy Niklas","ARI",43,267,32.5,NA,NA,NA,NA,NA,NA,NA,NA,20,205,2,NA,NA,NA
"JERICKMCKINNON","RB","Jerick McKinnon","MIN",80,268,32,NA,NA,NA,NA,NA,50,195,1,10,65,0,NA,NA,NA
"TEDGINN","WR","Ted Ginn","ARI",108,268,32,NA,NA,NA,NA,NA,0,0,0,15,200,2,NA,NA,NA
"BRANDONMYERS","TE","Brandon Myers","TB",44,270,31.5,NA,NA,NA,NA,NA,NA,NA,NA,25,255,1,NA,NA,NA
"MIKEGLENNON","QB","Mike Glennon","TB",39,271,31.25,50,32,375,3,0,2,5,0,NA,NA,NA,NA,NA,NA
"COLEBEASLEY","WR","Cole Beasley","DAL",109,272,31,NA,NA,NA,NA,NA,0,0,0,22,250,1,NA,NA,NA
"DAVANTEADAMS","WR","Davante Adams","GB",110,273,30.5,NA,NA,NA,NA,NA,0,0,0,12,185,2,NA,NA,NA
"RICHARDRODGERS","TE","Richard Rodgers","GB",45,274,30,NA,NA,NA,NA,NA,NA,NA,NA,15,180,2,NA,NA,NA
"LATAVIUSMURRAY","RB","Latavius Murray","OAK",81,275,29.5,NA,NA,NA,NA,NA,40,200,1,5,35,0,NA,NA,NA
"JOHNKUHN","RB","John Kuhn","GB",81,275,29.5,NA,NA,NA,NA,NA,10,35,2,10,80,1,NA,NA,NA
"MICHAELVICK","QB","Michael Vick","NYJ",40,277,29.25,36,21,255,2,1,5,35,1,NA,NA,NA,NA,NA,NA
"JOSHCOOPER","WR","Josh Cooper","CLE",111,278,28.5,NA,NA,NA,NA,NA,0,0,0,18,225,1,NA,NA,NA
"VINCENTBROWN","WR","Vincent Brown","SD",111,278,28.5,NA,NA,NA,NA,NA,0,0,0,25,285,0,NA,NA,NA
"CHARLESJOHNSON","WR","Charles Johnson","CLE",111,278,28.5,NA,NA,NA,NA,NA,0,0,0,18,225,1,NA,NA,NA
"LANCEKENDRICKS","TE","Lance Kendricks","STL",46,278,28.5,NA,NA,NA,NA,NA,NA,NA,NA,20,165,2,NA,NA,NA
"DWAYNEHARRIS","WR","Dwayne Harris","DAL",114,282,28,NA,NA,NA,NA,NA,0,0,0,25,280,0,NA,NA,NA
"LARRYDONNELL","TE","Larry Donnell","NYG",47,282,28,NA,NA,NA,NA,NA,NA,NA,NA,15,160,2,NA,NA,NA
"ANDRECALDWELL","WR","Andre Caldwell","DEN",115,284,27.5,NA,NA,NA,NA,NA,0,0,0,15,155,2,NA,NA,NA
"ROBHOUSLER","TE","Rob Housler","ARI",48,284,27.5,NA,NA,NA,NA,NA,NA,NA,NA,20,215,1,NA,NA,NA
"CYRUSGRAY","RB","Cyrus Gray","KC",83,286,27,NA,NA,NA,NA,NA,25,85,1,15,125,0,NA,NA,NA
"ADRIENROBINSON","TE","Adrien Robinson","NYG",49,286,27,NA,NA,NA,NA,NA,NA,NA,NA,15,150,2,NA,NA,NA
"LUKEWILLSON","TE","Luke Willson","SEA",49,286,27,NA,NA,NA,NA,NA,NA,NA,NA,14,150,2,NA,NA,NA
"MARCELREECE","RB","Marcel Reece","OAK",84,289,26.5,NA,NA,NA,NA,NA,23,115,1,15,90,0,NA,NA,NA
"MATTASIATA","RB","Matt Asiata","MIN",85,290,26,NA,NA,NA,NA,NA,35,125,2,3,15,0,NA,NA,NA
"MIKEGILLISLEE","RB","Mike Gillislee","MIA",85,290,26,NA,NA,NA,NA,NA,35,175,1,5,25,0,NA,NA,NA
"JOSEPHFAURIA","TE","Joseph Fauria","DET",51,290,26,NA,NA,NA,NA,NA,NA,NA,NA,20,140,2,NA,NA,NA
"ROBERTMEACHEM","WR","Robert Meachem","NO",116,293,25,NA,NA,NA,NA,NA,0,0,0,15,190,1,NA,NA,NA
"CHRISOGBONNAYA","RB","Chris Ogbonnaya","CLE",87,294,24.5,NA,NA,NA,NA,NA,5,20,0,30,165,1,NA,NA,NA
"MARIOMANNINGHAM","WR","Mario Manningham","NYG",117,294,24.5,NA,NA,NA,NA,NA,0,0,0,12,125,2,NA,NA,NA
"BILALPOWELL","RB","Bilal Powell","NYJ",88,296,24,NA,NA,NA,NA,NA,40,160,0,10,80,0,NA,NA,NA
"DANIELTHOMAS","RB","Daniel Thomas","MIA",88,296,24,NA,NA,NA,NA,NA,40,150,1,5,30,0,NA,NA,NA
"MARQUISEGOODWIN","WR","Marquise Goodwin","BUF",118,296,24,NA,NA,NA,NA,NA,0,0,0,10,180,1,NA,NA,NA
"DRIARCHER","RB","Dri Archer","PIT",90,299,23.5,NA,NA,NA,NA,NA,12,45,1,10,70,1,NA,NA,NA
"THEORIDDICK","RB","Theo Riddick","DET",91,300,23,NA,NA,NA,NA,NA,25,100,2,2,10,0,NA,NA,NA
"JOSHMORGAN","WR","Josh Morgan","CHI",119,300,23,NA,NA,NA,NA,NA,0,0,0,12,170,1,NA,NA,NA
"CLAYHARBOR","TE","Clay Harbor","JAX",52,300,23,NA,NA,NA,NA,NA,NA,NA,NA,17,170,1,NA,NA,NA
"BENJAMINWATSON","TE","Ben Watson","NO",53,303,22.5,NA,NA,NA,NA,NA,NA,NA,NA,15,165,1,NA,NA,NA
"JOEMORGAN","WR","Joe Morgan","NO",120,304,22,NA,NA,NA,NA,NA,0,0,0,10,160,1,NA,NA,NA
"JOSEPHRANDLE","RB","Joseph Randle","DAL",92,305,21.5,NA,NA,NA,NA,NA,35,120,1,5,35,0,NA,NA,NA
"THADDEUSLEWIS","QB","Thaddeus Lewis","BUF",41,306,21.25,40,23,265,2,1,3,10,0,NA,NA,NA,NA,NA,NA
"JACOBYJONES","WR","Jacoby Jones","BAL",121,307,21,NA,NA,NA,NA,NA,0,0,0,15,150,1,NA,NA,NA
"DANIELHERRON","RB","Daniel Herron","IND",93,308,19.5,NA,NA,NA,NA,NA,30,115,1,3,20,0,NA,NA,NA
"RYANBROYLES","WR","Ryan Broyles","DET",122,309,19,NA,NA,NA,NA,NA,0,0,0,13,130,1,NA,NA,NA
"DEANTHONYTHOMAS","RB","DeAnthony Thomas","KC",94,310,18.5,NA,NA,NA,NA,NA,10,60,1,10,65,0,NA,NA,NA
"MIKEJAMES","RB","Mike James","TB",94,310,18.5,NA,NA,NA,NA,NA,25,100,1,5,25,0,NA,NA,NA
"ZACHSUDFELD","TE","Zach Sudfeld","NYJ",54,310,18.5,NA,NA,NA,NA,NA,NA,NA,NA,9,125,1,NA,NA,NA
"TAYLORTHOMPSON","TE","Taylor Thompson","TEN",54,310,18.5,NA,NA,NA,NA,NA,NA,NA,NA,10,125,1,NA,NA,NA
"KONRADREULAND","TE","Konrad Reuland","NYJ",54,310,18.5,NA,NA,NA,NA,NA,NA,NA,NA,9,125,1,NA,NA,NA
"EDDICKSON","TE","Ed Dickson","CAR",54,310,18.5,NA,NA,NA,NA,NA,NA,NA,NA,11,125,1,NA,NA,NA
"SANTONIOHOLMES","WR","Santonio Holmes","CHI",123,316,18,NA,NA,NA,NA,NA,0,0,0,11,120,1,NA,NA,NA
"AUSTINPETTIS","WR","Austin Pettis","STL",123,316,18,NA,NA,NA,NA,NA,0,0,0,10,120,1,NA,NA,NA
"DAMIANWILLIAMS","WR","Damian Williams","TEN",123,316,18,NA,NA,NA,NA,NA,0,0,0,8,120,1,NA,NA,NA
"DONTEMONCRIEF","WR","Donte Moncrief","IND",123,316,18,NA,NA,NA,NA,NA,0,0,0,10,120,1,NA,NA,NA
"DANIELFELLS","TE","Daniel Fells","NYG",58,316,18,NA,NA,NA,NA,NA,NA,NA,NA,12,120,1,NA,NA,NA
"ISAIAHCROWELL","RB","Isaiah Crowell","CLE",96,321,17.5,NA,NA,NA,NA,NA,20,80,1,5,35,0,NA,NA,NA
"KIRKCOUSINS","QB","Kirk Cousins","WAS",42,322,16.25,25,15,165,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"TONYMOEAKI","TE","Tony Moeaki","BUF",59,323,16,NA,NA,NA,NA,NA,NA,NA,NA,7,100,1,NA,NA,NA
"DIONSIMS","TE","Dion Sims","MIA",60,324,15.5,NA,NA,NA,NA,NA,NA,NA,NA,10,95,1,NA,NA,NA
"MARCUSLATTIMORE","RB","Marcus Lattimore","SF",97,325,15,NA,NA,NA,NA,NA,3,15,0,10,75,1,NA,NA,NA
"DARICKROGERS","WR","DaRick Rogers","IND",127,325,15,NA,NA,NA,NA,NA,0,0,0,6,90,1,NA,NA,NA
"AJJENKINS","WR","A.J. Jenkins","KC",127,325,15,NA,NA,NA,NA,NA,0,0,0,10,150,0,NA,NA,NA
"BRANDONLLOYD","WR","Brandon Lloyd","SF",129,328,14,NA,NA,NA,NA,NA,0,0,0,8,80,1,NA,NA,NA
"JIMMYCLAUSEN","QB","Jimmy Clausen","CHI",43,329,13.4,26,15,200,1,1,1,4,0,NA,NA,NA,NA,NA,NA
"DREWSTANTON","QB","Drew Stanton","ARI",44,330,13,30,15,200,1,2,3,10,0,NA,NA,NA,NA,NA,NA
"JARIUSWRIGHT","WR","Jarius Wright","MIN",130,330,13,NA,NA,NA,NA,NA,0,0,0,10,130,0,NA,NA,NA
"DEMETRIUSHARRIS","TE","Demetrius Harris","KC",61,330,13,NA,NA,NA,NA,NA,NA,NA,NA,7,70,1,NA,NA,NA
"DEREKANDERSON","QB","Derek Anderson","CAR",45,333,12.75,28,17,185,1,1,2,5,0,NA,NA,NA,NA,NA,NA
"DUJUANHARRIS","RB","DuJuan Harris","GB",98,334,12.5,NA,NA,NA,NA,NA,30,120,0,1,5,0,NA,NA,NA
"GREGLITTLE","WR","Greg Little","OAK",131,334,12.5,NA,NA,NA,NA,NA,0,0,0,10,125,0,NA,NA,NA
"DENARDROBINSON","RB","Denard Robinson","JAX",99,336,12,NA,NA,NA,NA,NA,15,60,0,12,60,0,NA,NA,NA
"KEVINNORWOOD","WR","Kevin Norwood","SEA",132,336,12,NA,NA,NA,NA,NA,0,0,0,4,60,1,NA,NA,NA
"LEONARDHANKERSON","WR","Leonard Hankerson","WAS",132,336,12,NA,NA,NA,NA,NA,0,0,0,5,60,1,NA,NA,NA
"MARQUESSWILSON","WR","Marquess Wilson","CHI",132,336,12,NA,NA,NA,NA,NA,0,0,0,5,60,1,NA,NA,NA
"TAVARRESKING","WR","Tavarres King","CAR",135,340,11,NA,NA,NA,NA,NA,0,0,0,5,110,0,NA,NA,NA
"CHRISOWUSU","WR","Chris Owusu","TB",135,340,11,NA,NA,NA,NA,NA,0,0,0,10,110,0,NA,NA,NA
"WALTPOWELL","WR","Walt Powell","ARI",135,340,11,NA,NA,NA,NA,NA,0,0,0,10,110,0,NA,NA,NA
"ACESANDERS","WR","Ace Sanders","JAX",135,340,11,NA,NA,NA,NA,NA,0,0,0,10,110,0,NA,NA,NA
"CHARLESSIMS","RB","Charles Sims","TB",100,344,10.5,NA,NA,NA,NA,NA,10,50,0,8,55,0,NA,NA,NA
"GARYBARNIDGE","TE","Gary Barnidge","CLE",62,344,10.5,NA,NA,NA,NA,NA,NA,NA,NA,5,45,1,NA,NA,NA
"OWENDANIELS","TE","Owen Daniels","BAL",62,344,10.5,NA,NA,NA,NA,NA,NA,NA,NA,10,105,0,NA,NA,NA
"LOGANPAULSEN","TE","Logan Paulsen","WAS",64,347,9.7,NA,NA,NA,NA,NA,NA,NA,NA,10,97,0,NA,NA,NA
"LOUISMURPHY","WR","Louis Murphy","TB",139,348,9.5,NA,NA,NA,NA,NA,0,0,0,8,95,0,NA,NA,NA
"RYANGRANT","WR","Ryan Grant","WAS",139,348,9.5,NA,NA,NA,NA,NA,0,0,0,10,95,0,NA,NA,NA
"DANTEROSARIO","TE","Dante Rosario","CHI",65,348,9.5,NA,NA,NA,NA,NA,NA,NA,NA,4,35,1,NA,NA,NA
"TOMSAVAGE","QB","Tom Savage","HOU",46,351,9,30,17,200,0,2,2,10,0,NA,NA,NA,NA,NA,NA
"MATTSPAETH","TE","Matt Spaeth","PIT",66,351,9,NA,NA,NA,NA,NA,NA,NA,NA,4,30,1,NA,NA,NA
"ROBERTHUGHES","RB","Robert Hughes","",101,353,8,NA,NA,NA,NA,NA,20,75,0,1,5,0,NA,NA,NA
"DARRELYOUNG","RB","Darrel Young","WAS",101,353,8,NA,NA,NA,NA,NA,1,5,0,3,15,1,NA,NA,NA
"DARRIUSHEYWARDBEY","WR","Darrius Heyward-Bey","PIT",141,353,8,NA,NA,NA,NA,NA,0,0,0,2,20,1,NA,NA,NA
"BRUCEELLINGTON","WR","Bruce Ellington","SF",141,353,8,NA,NA,NA,NA,NA,0,0,0,2,20,1,NA,NA,NA
"ANTHONYFASANO","TE","Anthony Fasano","KC",67,353,8,NA,NA,NA,NA,NA,NA,NA,NA,10,80,0,NA,NA,NA
"CARLOSHYDE","RB","Carlos Hyde","SF",103,358,7.5,NA,NA,NA,NA,NA,10,50,0,5,25,0,NA,NA,NA
"LACHESEASTRUNK","RB","Lache Seastrunk","WAS",103,358,7.5,NA,NA,NA,NA,NA,15,75,0,0,0,0,NA,NA,NA
"EVANROYSTER","RB","Evan Royster","WAS",103,358,7.5,NA,NA,NA,NA,NA,5,15,1,0,0,0,NA,NA,NA
"BRANDONTATE","WR","Brandon Tate","CIN",143,358,7.5,NA,NA,NA,NA,NA,0,0,0,5,75,0,NA,NA,NA
"JOSHHUFF","WR","Josh Huff","PHI",143,358,7.5,NA,NA,NA,NA,NA,0,0,0,6,75,0,NA,NA,NA
"JOSHBOYCE","WR","Josh Boyce","NE",143,358,7.5,NA,NA,NA,NA,NA,0,0,0,4,75,0,NA,NA,NA
"TRAVISBENJAMIN","WR","Travis Benjamin","CLE",143,358,7.5,NA,NA,NA,NA,NA,0,0,0,5,75,0,NA,NA,NA
"JURONCRINER","WR","Juron Criner","OAK",147,365,7,NA,NA,NA,NA,NA,0,0,0,1,10,1,NA,NA,NA
"NICKTOON","WR","Nick Toon","NO",147,365,7,NA,NA,NA,NA,NA,0,0,0,5,70,0,NA,NA,NA
"KELLENDAVIS","TE","Kellen Davis","NYG",68,365,7,NA,NA,NA,NA,NA,NA,NA,NA,8,70,0,NA,NA,NA
"MICKEYSHULER","TE","Mickey Shuler","",68,365,7,NA,NA,NA,NA,NA,NA,NA,NA,1,10,1,NA,NA,NA
"BRANDONBOLDEN","RB","Brandon Bolden","NE",106,369,6.5,NA,NA,NA,NA,NA,10,45,0,3,20,0,NA,NA,NA
"CJFIEDOROWICZ","TE","C.J. Fiedorowicz","HOU",70,369,6.5,NA,NA,NA,NA,NA,NA,NA,NA,8,65,0,NA,NA,NA
"DREWDAVIS","WR","Drew Davis","ATL",149,371,6,NA,NA,NA,NA,NA,0,0,0,5,60,0,NA,NA,NA
"CHRISGRAGG","TE","Chris Gragg","BUF",71,371,6,NA,NA,NA,NA,NA,NA,NA,NA,5,60,0,NA,NA,NA
"ANTONESMITH","RB","Antone Smith","ATL",107,373,5.5,NA,NA,NA,NA,NA,10,45,0,2,10,0,NA,NA,NA
"VIRGILGREEN","TE","Virgil Green","DEN",72,373,5.5,NA,NA,NA,NA,NA,NA,NA,NA,10,55,0,NA,NA,NA
"CHASEFORD","TE","Chase Ford","MIN",72,373,5.5,NA,NA,NA,NA,NA,NA,NA,NA,5,55,0,NA,NA,NA
"MICHAELCOX","RB","Michael Cox","NYG",108,376,5,NA,NA,NA,NA,NA,10,35,0,3,15,0,NA,NA,NA
"KESHAWNMARTIN","WR","Keshawn Martin","HOU",150,376,5,NA,NA,NA,NA,NA,0,0,0,5,50,0,NA,NA,NA
"CHRISHOGAN","WR","Chris Hogan","BUF",150,376,5,NA,NA,NA,NA,NA,0,0,0,3,50,0,NA,NA,NA
"JIMDRAY","TE","Jim Dray","CLE",74,376,5,NA,NA,NA,NA,NA,NA,NA,NA,5,50,0,NA,NA,NA
"JUSTINFORSETT","RB","Justin Forsett","BAL",109,380,4.5,NA,NA,NA,NA,NA,10,40,0,1,5,0,NA,NA,NA
"ROBERTHERRON","WR","Robert Herron","TB",152,380,4.5,NA,NA,NA,NA,NA,0,0,0,4,45,0,NA,NA,NA
"MICHAELHOOMANAWANUI","TE","Michael Hoomanawanui","NE",75,380,4.5,NA,NA,NA,NA,NA,NA,NA,NA,5,45,0,NA,NA,NA
"VANCEMCDONALD","TE","Vance McDonald","SF",75,380,4.5,NA,NA,NA,NA,NA,NA,NA,NA,5,45,0,NA,NA,NA
"JOSHHILL","TE","Josh Hill","NO",75,380,4.5,NA,NA,NA,NA,NA,NA,NA,NA,5,45,0,NA,NA,NA
"MIKELLESHOURE","RB","Mikel Leshoure","DET",110,385,4,NA,NA,NA,NA,NA,10,35,0,1,5,0,NA,NA,NA
"SPENCERWARE","RB","Spencer Ware","SEA",110,385,4,NA,NA,NA,NA,NA,2,10,0,5,30,0,NA,NA,NA
"PATRICKEDWARDS","WR","Patrick Edwards","",153,385,4,NA,NA,NA,NA,NA,0,0,0,4,40,0,NA,NA,NA
"LEESMITH","TE","Lee Smith","BUF",78,385,4,NA,NA,NA,NA,NA,NA,NA,NA,5,40,0,NA,NA,NA
"DAVIDAUSBERRY","TE","David Ausberry","OAK",78,385,4,NA,NA,NA,NA,NA,NA,NA,NA,5,40,0,NA,NA,NA
"WILLJOHNSON","RB","Will Johnson","PIT",112,390,3.5,NA,NA,NA,NA,NA,1,5,0,5,30,0,NA,NA,NA
"JOHNCONNER","RB","John Conner","NYG",112,390,3.5,NA,NA,NA,NA,NA,1,5,0,5,30,0,NA,NA,NA
"DIONLEWIS","RB","Dion Lewis","CLE",112,390,3.5,NA,NA,NA,NA,NA,2,10,0,2,25,0,NA,NA,NA
